transcript_id	Annotation_uniprot
P3503_129_TRINITY_DN21575_c0_g1_i4	P20749
P3503_132_TRINITY_DN24726_c0_g1_i1	
P3503_103_TRINITY_DN20046_c0_g1_i1	
P3503_118_TRINITY_DN27641_c0_g1_i1	Q8UUU2
P3503_119_TRINITY_DN11601_c0_g1_i1	
P3503_114_TRINITY_DN13331_c0_g2_i1	Q562D6
P3503_108_TRINITY_DN15454_c0_g1_i2	Q96EZ8
P3503_115_TRINITY_DN88_c0_g1_i1	Q14773
P3503_132_TRINITY_DN15349_c1_g1_i1	
P3503_133_TRINITY_DN5269_c0_g1_i1	
P3503_103_TRINITY_DN9809_c0_g1_i1	
P3503_103_TRINITY_DN28488_c0_g1_i1	
P3503_125_TRINITY_DN22284_c2_g2_i7	P79755
P3503_114_TRINITY_DN18277_c3_g1_i1	
P3503_108_TRINITY_DN19872_c3_g4_i2	
P3503_115_TRINITY_DN34172_c0_g1_i1	
P3503_131_TRINITY_DN13718_c0_g1_i1	Q9BWU0
P3503_131_TRINITY_DN21474_c2_g1_i12	P79819
P3503_114_TRINITY_DN28069_c0_g1_i1	Q9Y2U5
P3503_114_TRINITY_DN17091_c0_g1_i1	
P3503_118_TRINITY_DN29842_c0_g1_i1	Q13332
P3503_113_TRINITY_DN18495_c0_g1_i1	
P3503_125_TRINITY_DN36205_c0_g1_i1	B3DK56
P3503_106_TRINITY_DN21032_c1_g1_i3	
P3503_125_TRINITY_DN40047_c0_g1_i1	Q8N8Q3
P3503_133_TRINITY_DN31720_c0_g1_i1	
P3503_109_TRINITY_DN23876_c0_g1_i1	
P3503_106_TRINITY_DN30842_c0_g1_i1	
P3503_121_TRINITY_DN21199_c6_g1_i2	Q2KIR8
P3503_109_TRINITY_DN28710_c0_g1_i1	
P3503_120_TRINITY_DN21385_c3_g7_i1	P06684
P3503_129_TRINITY_DN11446_c0_g1_i1	O60674
P3503_129_TRINITY_DN20645_c0_g1_i1	Q6NSM8
P3503_125_TRINITY_DN6799_c1_g1_i1	Q5ZKV8
P3503_103_TRINITY_DN202_c0_g2_i1	Q86TV6
P3503_114_TRINITY_DN16630_c0_g2_i1	E1B7L7
P3503_118_TRINITY_DN22307_c5_g3_i4	
P3503_114_TRINITY_DN22465_c0_g1_i1	
P3503_109_TRINITY_DN19802_c2_g1_i1	Q8TAQ5
P3503_108_TRINITY_DN13002_c0_g1_i1	O15068
P3503_101_TRINITY_DN19464_c0_g1_i1	P98093
P3503_120_TRINITY_DN34913_c0_g1_i1	
P3503_118_TRINITY_DN20485_c1_g1_i1	
P3503_114_TRINITY_DN12081_c0_g1_i1	Q5ZIJ0
P3503_106_TRINITY_DN20075_c1_g2_i1	P57087
P3503_108_TRINITY_DN34009_c0_g1_i1	Q9XSR1
P3503_114_TRINITY_DN21467_c1_g1_i1	
P3503_123_TRINITY_DN18449_c2_g1_i1	Q5R941
P3503_115_TRINITY_DN21055_c1_g3_i11	
P3503_103_TRINITY_DN21310_c1_g2_i1	B3VKQ2
P3503_114_TRINITY_DN7481_c0_g1_i1	
P3503_106_TRINITY_DN31744_c0_g1_i1	
P3503_111_TRINITY_DN693_c0_g1_i1	
P3503_132_TRINITY_DN35587_c0_g1_i1	
P3503_117_TRINITY_DN20481_c1_g1_i1	
P3503_106_TRINITY_DN15967_c1_g1_i1	
P3503_130_TRINITY_DN17744_c0_g2_i1	
P3503_101_TRINITY_DN19862_c2_g2_i1	
P3503_108_TRINITY_DN19795_c0_g2_i5	
P3503_123_TRINITY_DN14628_c0_g1_i1	P35072
P3503_118_TRINITY_DN9581_c0_g1_i1	O88845
P3503_108_TRINITY_DN28732_c0_g1_i1	
P3503_115_TRINITY_DN36731_c0_g1_i1	
P3503_101_TRINITY_DN13117_c1_g1_i1	Q8NEN9
P3503_103_TRINITY_DN21467_c2_g5_i1	
P3503_119_TRINITY_DN24411_c0_g1_i1	Q9DGD9
P3503_125_TRINITY_DN32098_c0_g1_i1	
P3503_113_TRINITY_DN20922_c2_g4_i3	
P3503_109_TRINITY_DN9322_c0_g1_i1	Q64548
P3503_120_TRINITY_DN20252_c1_g1_i1	P31646
P3503_102_TRINITY_DN34185_c0_g1_i1	
P3503_125_TRINITY_DN36564_c0_g1_i1	
P3503_119_TRINITY_DN14149_c0_g2_i1	
P3503_102_TRINITY_DN5919_c0_g1_i1	
P3503_119_TRINITY_DN23121_c5_g5_i1	
P3503_109_TRINITY_DN10375_c0_g1_i1	
P3503_114_TRINITY_DN18889_c0_g2_i1	Q58CR3
P3503_123_TRINITY_DN29528_c0_g1_i1	
P3503_133_TRINITY_DN18247_c1_g1_i1	O95490
P3503_108_TRINITY_DN15529_c0_g1_i1	Q5RFL4
P3503_133_TRINITY_DN36390_c0_g1_i1	
P3503_114_TRINITY_DN31199_c0_g1_i1	
P3503_123_TRINITY_DN20351_c0_g1_i2	O60140
P3503_109_TRINITY_DN16590_c0_g1_i1	Q2TBP7
P3503_121_TRINITY_DN1453_c0_g1_i1	
P3503_106_TRINITY_DN14408_c0_g3_i1	Q13247
P3503_125_TRINITY_DN29833_c0_g1_i1	
P3503_130_TRINITY_DN17845_c1_g1_i1	
P3503_123_TRINITY_DN19637_c0_g1_i1	O60784
P3503_118_TRINITY_DN20793_c0_g2_i1	
P3503_129_TRINITY_DN19183_c0_g1_i1	
P3503_109_TRINITY_DN21543_c0_g1_i1	
P3503_129_TRINITY_DN20833_c0_g3_i1	Q99020
P3503_133_TRINITY_DN10481_c0_g1_i1	
P3503_118_TRINITY_DN24170_c0_g1_i1	
P3503_101_TRINITY_DN9739_c0_g1_i1	Q8TB22
P3503_123_TRINITY_DN6763_c1_g1_i1	P78509
P3503_119_TRINITY_DN6325_c0_g1_i1	P59598
P3503_129_TRINITY_DN222_c0_g1_i1	
P3503_114_TRINITY_DN14008_c0_g1_i1	Q9PUQ1
P3503_108_TRINITY_DN15413_c0_g1_i1	Q9DCG9
P3503_113_TRINITY_DN20026_c1_g1_i1	
P3503_119_TRINITY_DN23111_c3_g3_i1	
P3503_111_TRINITY_DN26693_c0_g1_i1	
P3503_133_TRINITY_DN27623_c0_g1_i1	
P3503_121_TRINITY_DN19031_c0_g2_i1	
P3503_117_TRINITY_DN32644_c0_g1_i1	P57044
P3503_131_TRINITY_DN9405_c0_g1_i1	Q1HG70
P3503_114_TRINITY_DN9175_c0_g1_i1	Q6P3H7
P3503_106_TRINITY_DN13470_c2_g1_i1	
P3503_125_TRINITY_DN22301_c3_g2_i2	
P3503_108_TRINITY_DN17129_c0_g1_i2	Q8TEA8
P3503_108_TRINITY_DN17129_c0_g1_i1	Q8TEA8
P3503_115_TRINITY_DN20890_c1_g3_i10	Q99NB1
P3503_132_TRINITY_DN32897_c0_g1_i1	
P3503_108_TRINITY_DN15964_c0_g2_i1	P21869
P3503_130_TRINITY_DN20052_c0_g1_i3	
P3503_125_TRINITY_DN31411_c0_g1_i1	A2BEA6
P3503_132_TRINITY_DN27552_c0_g1_i1	
P3503_114_TRINITY_DN21393_c16_g1_i1	
P3503_118_TRINITY_DN7699_c0_g1_i1	Q63345
P3503_115_TRINITY_DN28026_c0_g1_i1	Q6EE23
P3503_129_TRINITY_DN39721_c0_g1_i1	
P3503_108_TRINITY_DN9031_c0_g1_i1	
P3503_133_TRINITY_DN14178_c0_g1_i1	
P3503_109_TRINITY_DN2055_c0_g1_i1	
P3503_115_TRINITY_DN15647_c1_g1_i1	Q8BMS9
P3503_117_TRINITY_DN1675_c0_g1_i1	
P3503_109_TRINITY_DN25408_c0_g1_i1	
P3503_106_TRINITY_DN19468_c0_g1_i1	P22232
P3503_114_TRINITY_DN27457_c0_g1_i1	O94889
P3503_129_TRINITY_DN21984_c3_g1_i1	
P3503_118_TRINITY_DN35587_c0_g1_i1	Q0IHY4
P3503_120_TRINITY_DN36711_c0_g1_i1	O96013
P3503_109_TRINITY_DN11625_c0_g2_i1	Q2LE08
P3503_123_TRINITY_DN7579_c0_g1_i1	Q496Y0
P3503_119_TRINITY_DN22846_c0_g2_i1	O75716
P3503_109_TRINITY_DN11975_c0_g1_i1	Q6DHL5
P3503_132_TRINITY_DN26172_c0_g1_i1	
P3503_105_TRINITY_DN26200_c0_g1_i1	
P3503_123_TRINITY_DN24008_c0_g1_i1	Q9QUG2
P3503_129_TRINITY_DN20994_c0_g1_i3	Q9NS37
P3503_106_TRINITY_DN27734_c0_g1_i1	Q5RB68
P3503_115_TRINITY_DN21098_c3_g9_i3	
P3503_132_TRINITY_DN23064_c2_g4_i15	
P3503_117_TRINITY_DN17800_c0_g1_i1	
P3503_113_TRINITY_DN19663_c1_g1_i1	
P3503_130_TRINITY_DN5937_c1_g1_i1	Q503S1
P3503_119_TRINITY_DN6245_c0_g1_i1	
P3503_109_TRINITY_DN19436_c0_g1_i1	
P3503_103_TRINITY_DN8721_c1_g1_i1	
P3503_106_TRINITY_DN27076_c0_g1_i1	
P3503_125_TRINITY_DN20518_c0_g2_i1	P62155
P3503_101_TRINITY_DN20746_c2_g2_i11	P02694
P3503_103_TRINITY_DN8631_c0_g1_i1	
P3503_120_TRINITY_DN18118_c0_g2_i1	Q66I59
P3503_111_TRINITY_DN22717_c3_g1_i2	P13388
P3503_101_TRINITY_DN20285_c2_g2_i2	Q9JJV2
P3503_119_TRINITY_DN19361_c0_g1_i1	
P3503_123_TRINITY_DN22609_c0_g4_i2	
P3503_109_TRINITY_DN29662_c0_g1_i1	
P3503_108_TRINITY_DN13140_c0_g1_i1	P21670
P3503_114_TRINITY_DN18166_c0_g1_i2	Q9JJ59
P3503_130_TRINITY_DN16741_c0_g1_i1	
P3503_120_TRINITY_DN38044_c0_g1_i1	Q3T904
P3503_111_TRINITY_DN18497_c0_g1_i1	B9VTT2
P3503_133_TRINITY_DN21483_c1_g1_i1	
P3503_117_TRINITY_DN34529_c0_g1_i1	
P3503_125_TRINITY_DN7452_c0_g1_i1	P55058
P3503_129_TRINITY_DN6299_c0_g1_i1	
P3503_132_TRINITY_DN38612_c0_g1_i1	Q69ZN7
P3503_111_TRINITY_DN24758_c0_g1_i1	
P3503_120_TRINITY_DN34677_c0_g1_i1	
P3503_103_TRINITY_DN30444_c0_g1_i1	
P3503_133_TRINITY_DN11796_c0_g1_i1	Q96JP5
P3503_102_TRINITY_DN17968_c1_g1_i2	
P3503_118_TRINITY_DN8947_c0_g1_i1	Q9H0B6
P3503_118_TRINITY_DN20079_c0_g1_i1	P84335
P3503_101_TRINITY_DN12683_c0_g1_i1	Q9H5Y7
P3503_101_TRINITY_DN19319_c0_g1_i1	P98093
P3503_121_TRINITY_DN32991_c0_g1_i1	
P3503_130_TRINITY_DN32417_c0_g1_i1	Q6NWE1
P3503_113_TRINITY_DN19390_c0_g1_i1	Q71SY6
P3503_129_TRINITY_DN41758_c0_g1_i1	
P3503_123_TRINITY_DN22161_c5_g1_i2	Q91VN6
P3503_125_TRINITY_DN4549_c0_g2_i1	Q8BZF8
P3503_125_TRINITY_DN21522_c0_g2_i1	
P3503_111_TRINITY_DN22062_c0_g1_i1	Q9Z0F8
P3503_114_TRINITY_DN21319_c4_g1_i1	
P3503_129_TRINITY_DN20970_c1_g1_i1	
P3503_103_TRINITY_DN29722_c0_g1_i1	F1QZ88
P3503_101_TRINITY_DN34593_c0_g1_i1	
P3503_123_TRINITY_DN22611_c2_g1_i3	
P3503_103_TRINITY_DN21270_c6_g2_i1	
P3503_106_TRINITY_DN3370_c0_g1_i1	Q08B72
P3503_111_TRINITY_DN17852_c0_g1_i1	Q9R069
P3503_120_TRINITY_DN37271_c0_g1_i1	P58681
P3503_119_TRINITY_DN7712_c0_g1_i1	P54753
P3503_103_TRINITY_DN13404_c0_g1_i1	Q96EQ0
P3503_114_TRINITY_DN20728_c0_g1_i2	
P3503_132_TRINITY_DN22890_c0_g4_i1	
P3503_130_TRINITY_DN23202_c0_g1_i1	Q66IB8
P3503_132_TRINITY_DN18209_c0_g2_i1	Q9NRR4
P3503_114_TRINITY_DN27424_c0_g1_i1	
P3503_130_TRINITY_DN16384_c0_g1_i1	Q6GM59
P3503_119_TRINITY_DN23434_c0_g1_i1	
P3503_129_TRINITY_DN22454_c3_g3_i15	Q8IWV2
P3503_111_TRINITY_DN32025_c0_g1_i1	
P3503_125_TRINITY_DN22498_c2_g4_i12	
P3503_106_TRINITY_DN13216_c0_g2_i1	P46527
P3503_118_TRINITY_DN24245_c0_g1_i1	P11362
P3503_123_TRINITY_DN3293_c0_g1_i1	
P3503_121_TRINITY_DN17407_c0_g1_i1	P16970
P3503_106_TRINITY_DN18658_c0_g1_i1	O95714
P3503_129_TRINITY_DN1803_c0_g1_i1	
P3503_102_TRINITY_DN24595_c0_g1_i1	
P3503_118_TRINITY_DN20575_c0_g1_i1	
P3503_117_TRINITY_DN12913_c0_g1_i1	
P3503_129_TRINITY_DN20785_c0_g1_i1	Q6GPK9
P3503_106_TRINITY_DN21393_c0_g1_i1	Q6NUW9
P3503_105_TRINITY_DN18450_c1_g22_i2	
P3503_130_TRINITY_DN20870_c0_g2_i1	Q9Z255
P3503_108_TRINITY_DN30291_c0_g1_i1	Q8WWI1
P3503_123_TRINITY_DN25957_c0_g1_i1	
P3503_111_TRINITY_DN25550_c0_g1_i1	
P3503_109_TRINITY_DN20704_c1_g1_i1	Q90321
P3503_121_TRINITY_DN33997_c0_g1_i1	
P3503_120_TRINITY_DN30820_c0_g1_i1	
P3503_111_TRINITY_DN23013_c0_g1_i1	Q5ZLE9
P3503_114_TRINITY_DN21505_c7_g4_i1	O95407
P3503_125_TRINITY_DN18384_c0_g1_i2	
P3503_123_TRINITY_DN28096_c0_g1_i1	O15228
P3503_130_TRINITY_DN39827_c0_g1_i1	
P3503_106_TRINITY_DN3162_c0_g1_i1	
P3503_115_TRINITY_DN17713_c0_g2_i1	Q6DBW0
P3503_108_TRINITY_DN7085_c0_g1_i1	Q9NXS3
P3503_113_TRINITY_DN23846_c0_g1_i1	
P3503_117_TRINITY_DN35655_c0_g1_i1	
P3503_129_TRINITY_DN22385_c7_g2_i1	P00450
P3503_129_TRINITY_DN22385_c7_g2_i2	P00450
P3503_118_TRINITY_DN39111_c0_g1_i1	Q80V24
P3503_108_TRINITY_DN33283_c0_g1_i1	
P3503_109_TRINITY_DN16312_c0_g1_i1	Q13426
P3503_131_TRINITY_DN20981_c0_g1_i2	Q61595
P3503_106_TRINITY_DN699_c0_g3_i1	Q7SXR3
P3503_119_TRINITY_DN21629_c2_g1_i1	
P3503_108_TRINITY_DN6489_c0_g1_i1	Q7ZW02
P3503_118_TRINITY_DN22035_c0_g1_i3	Q9UG22
P3503_108_TRINITY_DN6046_c0_g1_i1	P63219
P3503_130_TRINITY_DN33297_c0_g1_i1	
P3503_119_TRINITY_DN22957_c0_g6_i1	
P3503_125_TRINITY_DN20535_c0_g1_i2	E7F6T8
P3503_132_TRINITY_DN4257_c0_g1_i1	
P3503_129_TRINITY_DN33085_c0_g1_i1	Q867B2
P3503_131_TRINITY_DN4044_c1_g1_i1	P07722
P3503_113_TRINITY_DN20640_c0_g1_i2	Q9BY49
P3503_129_TRINITY_DN22446_c3_g6_i4	
P3503_120_TRINITY_DN33455_c0_g1_i1	
P3503_113_TRINITY_DN18433_c0_g1_i2	Q91ZW8
P3503_108_TRINITY_DN31005_c0_g1_i1	
P3503_111_TRINITY_DN21788_c0_g3_i1	
P3503_101_TRINITY_DN20815_c6_g5_i7	Q07973
P3503_121_TRINITY_DN19056_c0_g1_i1	P35611
P3503_111_TRINITY_DN21788_c0_g3_i4	
P3503_115_TRINITY_DN21035_c2_g4_i5	
P3503_133_TRINITY_DN12565_c0_g2_i1	
P3503_119_TRINITY_DN35063_c0_g1_i1	
P3503_125_TRINITY_DN3847_c0_g1_i1	
P3503_113_TRINITY_DN20663_c0_g1_i3	Q8NHV1
P3503_106_TRINITY_DN35086_c0_g1_i1	
P3503_130_TRINITY_DN20841_c0_g1_i2	O95841
P3503_113_TRINITY_DN20760_c2_g4_i3	
P3503_113_TRINITY_DN20760_c2_g4_i4	
P3503_123_TRINITY_DN36715_c0_g1_i1	Q5E9R3
P3503_130_TRINITY_DN22304_c3_g6_i1	
P3503_114_TRINITY_DN5093_c0_g1_i1	Q13129
P3503_101_TRINITY_DN2917_c0_g1_i1	
P3503_109_TRINITY_DN6586_c0_g1_i1	Q09328
P3503_119_TRINITY_DN20382_c0_g2_i1	Q90X38
P3503_111_TRINITY_DN34022_c0_g1_i1	Q6DH02
P3503_103_TRINITY_DN30893_c0_g1_i1	Q5T011
P3503_113_TRINITY_DN20642_c0_g1_i1	B5X3V2
P3503_114_TRINITY_DN21637_c6_g1_i2	Q9Y3M8
P3503_108_TRINITY_DN53_c0_g1_i1	Q5ZHY5
P3503_109_TRINITY_DN20553_c0_g4_i1	
P3503_119_TRINITY_DN22015_c1_g3_i1	
P3503_131_TRINITY_DN12563_c0_g1_i1	
P3503_121_TRINITY_DN18929_c0_g1_i1	Q9H2P0
P3503_130_TRINITY_DN10211_c1_g1_i1	
P3503_125_TRINITY_DN6462_c0_g1_i1	
P3503_102_TRINITY_DN19103_c1_g1_i1	
P3503_114_TRINITY_DN20826_c2_g2_i1	Q6NYU2
P3503_102_TRINITY_DN162_c1_g1_i1	
P3503_119_TRINITY_DN35766_c0_g1_i1	Q00657
P3503_125_TRINITY_DN30494_c0_g1_i1	
P3503_120_TRINITY_DN233_c0_g1_i1	Q66S03
P3503_103_TRINITY_DN21529_c2_g4_i10	
P3503_102_TRINITY_DN28324_c0_g1_i1	Q7ZUB3
P3503_131_TRINITY_DN17611_c1_g1_i1	Q96FX8
P3503_125_TRINITY_DN4037_c0_g1_i1	
P3503_108_TRINITY_DN19761_c9_g10_i4	
P3503_103_TRINITY_DN5545_c0_g1_i1	Q99973
P3503_117_TRINITY_DN21977_c0_g1_i1	Q6TNR1
P3503_133_TRINITY_DN8546_c0_g1_i1	
P3503_118_TRINITY_DN21747_c1_g1_i1	Q6NRY2
P3503_125_TRINITY_DN22357_c3_g3_i1	E9Q5R7
P3503_108_TRINITY_DN22835_c0_g1_i1	Q95LR0
P3503_106_TRINITY_DN8786_c0_g1_i1	Q9NZM4
P3503_131_TRINITY_DN21671_c3_g49_i1	
P3503_131_TRINITY_DN9104_c1_g1_i1	
P3503_123_TRINITY_DN28702_c0_g1_i1	A8E7C5
P3503_118_TRINITY_DN22629_c0_g1_i1	Q505K2
P3503_114_TRINITY_DN22918_c0_g1_i1	
P3503_132_TRINITY_DN20291_c0_g1_i1	
P3503_125_TRINITY_DN22309_c5_g3_i4	P06909
P3503_125_TRINITY_DN22309_c5_g3_i6	P08603
P3503_102_TRINITY_DN19761_c2_g2_i1	
P3503_133_TRINITY_DN26002_c0_g1_i1	Q5NCP0
P3503_123_TRINITY_DN28729_c0_g1_i1	
P3503_115_TRINITY_DN18075_c0_g1_i1	P41105
P3503_115_TRINITY_DN18075_c0_g1_i2	P17702
P3503_115_TRINITY_DN18075_c0_g1_i3	P41105
P3503_118_TRINITY_DN38282_c0_g1_i1	Q3TKT4
P3503_106_TRINITY_DN20704_c0_g1_i1	
P3503_106_TRINITY_DN13197_c0_g1_i1	
P3503_119_TRINITY_DN24798_c0_g1_i1	Q9UHL9
P3503_133_TRINITY_DN14459_c0_g1_i1	P35251
P3503_102_TRINITY_DN35147_c0_g1_i1	Q3YV00
P3503_101_TRINITY_DN20809_c3_g2_i1	Q91987
P3503_108_TRINITY_DN2662_c0_g2_i1	Q80V85
P3503_108_TRINITY_DN15625_c0_g2_i1	Q13029
P3503_114_TRINITY_DN23330_c0_g1_i1	
P3503_119_TRINITY_DN28649_c0_g1_i1	
P3503_113_TRINITY_DN20867_c5_g5_i1	P04114
P3503_115_TRINITY_DN7319_c0_g1_i1	
P3503_108_TRINITY_DN27851_c0_g1_i1	
P3503_119_TRINITY_DN31674_c0_g1_i1	
P3503_120_TRINITY_DN39183_c0_g1_i1	
P3503_115_TRINITY_DN27094_c0_g1_i1	
P3503_119_TRINITY_DN13830_c0_g1_i1	Q96AX1
P3503_108_TRINITY_DN18254_c0_g1_i1	O15550
P3503_123_TRINITY_DN21343_c0_g2_i2	Q4KME6
P3503_106_TRINITY_DN15571_c0_g1_i2	Q60902
P3503_119_TRINITY_DN24868_c0_g1_i1	
P3503_115_TRINITY_DN3347_c0_g1_i1	
P3503_102_TRINITY_DN19747_c2_g3_i1	O55125
P3503_108_TRINITY_DN23531_c0_g1_i1	
P3503_102_TRINITY_DN19747_c2_g3_i2	O55125
P3503_125_TRINITY_DN3147_c0_g2_i1	
P3503_123_TRINITY_DN36711_c0_g1_i1	
P3503_114_TRINITY_DN19914_c0_g2_i1	Q8R0F5
P3503_125_TRINITY_DN21096_c1_g1_i2	Q9BXS5
P3503_123_TRINITY_DN10598_c0_g1_i1	
P3503_132_TRINITY_DN16150_c0_g2_i1	
P3503_129_TRINITY_DN20079_c0_g1_i1	
P3503_117_TRINITY_DN10184_c0_g1_i1	
P3503_120_TRINITY_DN39724_c0_g1_i1	
P3503_118_TRINITY_DN20253_c0_g1_i1	Q6IQX0
P3503_121_TRINITY_DN30488_c0_g1_i1	
P3503_129_TRINITY_DN23942_c0_g1_i1	
P3503_125_TRINITY_DN14380_c0_g1_i1	
P3503_114_TRINITY_DN18808_c2_g1_i1	A3KNK7
P3503_120_TRINITY_DN20295_c0_g1_i1	
P3503_121_TRINITY_DN10996_c0_g1_i1	
P3503_105_TRINITY_DN18214_c3_g1_i6	Q68DI1
P3503_119_TRINITY_DN21421_c0_g2_i1	Q9XSJ7
P3503_133_TRINITY_DN23394_c7_g1_i1	Q4KLY2
P3503_120_TRINITY_DN18936_c0_g2_i1	Q58EM4
P3503_121_TRINITY_DN10328_c0_g2_i1	
P3503_125_TRINITY_DN33877_c0_g1_i1	Q9NZ52
P3503_115_TRINITY_DN16798_c0_g1_i1	Q5ZMP3
P3503_129_TRINITY_DN3175_c0_g1_i1	Q8CGB6
P3503_108_TRINITY_DN15269_c0_g1_i1	
P3503_105_TRINITY_DN20587_c0_g1_i1	
P3503_114_TRINITY_DN6778_c0_g1_i1	Q9R012
P3503_123_TRINITY_DN33071_c0_g1_i1	Q5U3C3
P3503_115_TRINITY_DN35008_c0_g1_i1	Q9DB00
P3503_130_TRINITY_DN7837_c0_g1_i1	
P3503_125_TRINITY_DN14712_c0_g1_i1	Q08ET2
P3503_119_TRINITY_DN35475_c0_g1_i1	
P3503_106_TRINITY_DN20578_c1_g2_i2	Q49AM3
P3503_102_TRINITY_DN14998_c1_g1_i1	
P3503_118_TRINITY_DN5601_c0_g1_i1	B1AVY7
P3503_119_TRINITY_DN21226_c0_g1_i2	Q8NI36
P3503_132_TRINITY_DN2949_c0_g1_i1	P40240
P3503_114_TRINITY_DN24841_c0_g1_i1	Q08DT6
P3503_111_TRINITY_DN21964_c0_g1_i1	O18796
P3503_109_TRINITY_DN6934_c0_g1_i1	
P3503_129_TRINITY_DN24503_c0_g1_i1	
P3503_120_TRINITY_DN22542_c0_g1_i1	O02697
P3503_108_TRINITY_DN27779_c0_g1_i1	
P3503_131_TRINITY_DN18883_c1_g1_i1	
P3503_108_TRINITY_DN5891_c0_g1_i1	
P3503_109_TRINITY_DN9791_c0_g2_i1	P57094
P3503_118_TRINITY_DN22129_c5_g6_i1	
P3503_114_TRINITY_DN18409_c5_g1_i1	Q9EQN5
P3503_114_TRINITY_DN30586_c0_g1_i1	P14646
P3503_106_TRINITY_DN13075_c0_g1_i1	
P3503_106_TRINITY_DN37835_c0_g1_i1	
P3503_106_TRINITY_DN33015_c0_g1_i1	
P3503_118_TRINITY_DN27847_c0_g1_i1	
P3503_133_TRINITY_DN6764_c0_g1_i1	P61367
P3503_117_TRINITY_DN20676_c2_g2_i3	
P3503_125_TRINITY_DN30817_c0_g1_i1	
P3503_118_TRINITY_DN24681_c0_g1_i1	Q75R65
P3503_114_TRINITY_DN17055_c0_g1_i1	O95757
P3503_117_TRINITY_DN20676_c2_g2_i4	
P3503_129_TRINITY_DN30853_c0_g1_i1	Q9CUX1
P3503_102_TRINITY_DN19727_c3_g2_i1	P47809
P3503_117_TRINITY_DN17391_c2_g1_i1	Q6TEP1
P3503_108_TRINITY_DN24567_c0_g1_i1	
P3503_118_TRINITY_DN27935_c0_g1_i1	O70244
P3503_131_TRINITY_DN16508_c0_g1_i1	
P3503_125_TRINITY_DN21449_c2_g1_i1	Q6NYB7
P3503_103_TRINITY_DN21482_c3_g8_i4	
P3503_119_TRINITY_DN16483_c0_g1_i1	Q14966
P3503_119_TRINITY_DN23009_c1_g1_i1	Q4JQH8
P3503_120_TRINITY_DN681_c0_g1_i1	
P3503_111_TRINITY_DN22945_c7_g1_i1	
P3503_123_TRINITY_DN26514_c0_g1_i1	
P3503_114_TRINITY_DN34500_c0_g1_i1	
P3503_121_TRINITY_DN21191_c5_g2_i2	P29758
P3503_130_TRINITY_DN17100_c0_g1_i1	Q9Z175
P3503_125_TRINITY_DN15107_c0_g1_i1	
P3503_108_TRINITY_DN18913_c0_g1_i7	P98175
P3503_121_TRINITY_DN21399_c0_g3_i1	P14373
P3503_132_TRINITY_DN20640_c0_g2_i1	Q9R099
P3503_132_TRINITY_DN9949_c0_g1_i1	O00451
P3503_129_TRINITY_DN19650_c0_g1_i1	Q14159
P3503_106_TRINITY_DN21797_c4_g2_i1	P12763
P3503_106_TRINITY_DN21797_c4_g2_i2	P12763
P3503_120_TRINITY_DN21548_c4_g8_i10	
P3503_114_TRINITY_DN18645_c0_g1_i1	P80219
P3503_114_TRINITY_DN17927_c0_g2_i1	Q6PC19
P3503_109_TRINITY_DN20751_c3_g5_i1	
P3503_121_TRINITY_DN21163_c3_g1_i1	
P3503_123_TRINITY_DN3197_c0_g1_i1	
P3503_131_TRINITY_DN30546_c0_g1_i1	
P3503_106_TRINITY_DN37539_c0_g1_i1	Q7Z407
P3503_119_TRINITY_DN18841_c0_g1_i2	Q62785
P3503_118_TRINITY_DN39333_c0_g1_i1	P97369
P3503_106_TRINITY_DN21956_c6_g12_i1	
P3503_132_TRINITY_DN22051_c5_g1_i1	
P3503_114_TRINITY_DN21435_c5_g1_i1	
P3503_130_TRINITY_DN11319_c0_g1_i1	
P3503_105_TRINITY_DN701_c1_g1_i1	
P3503_101_TRINITY_DN26830_c0_g1_i1	
P3503_118_TRINITY_DN19804_c0_g3_i1	Q9CWP6
P3503_129_TRINITY_DN19872_c0_g1_i1	
P3503_133_TRINITY_DN2209_c0_g1_i1	Q90512
P3503_106_TRINITY_DN19119_c0_g2_i1	P50121
P3503_105_TRINITY_DN17011_c0_g1_i1	
P3503_109_TRINITY_DN27405_c0_g1_i1	
P3503_105_TRINITY_DN28608_c0_g1_i1	
P3503_118_TRINITY_DN25123_c0_g1_i1	
P3503_131_TRINITY_DN10597_c0_g1_i1	Q92556
P3503_113_TRINITY_DN24317_c0_g1_i1	O60239
P3503_117_TRINITY_DN26193_c0_g1_i1	
P3503_109_TRINITY_DN15664_c0_g1_i1	
P3503_131_TRINITY_DN30298_c0_g1_i1	
P3503_109_TRINITY_DN19207_c1_g1_i1	
P3503_118_TRINITY_DN15006_c0_g1_i1	
P3503_130_TRINITY_DN18656_c0_g1_i3	Q9H7P6
P3503_119_TRINITY_DN30644_c0_g1_i1	
P3503_114_TRINITY_DN7732_c0_g1_i1	
P3503_132_TRINITY_DN10624_c0_g1_i1	
P3503_101_TRINITY_DN16951_c0_g1_i1	Q13330
P3503_103_TRINITY_DN20521_c1_g1_i1	Q66HX8
P3503_123_TRINITY_DN21364_c0_g1_i1	Q3UJZ3
P3503_123_TRINITY_DN33627_c0_g1_i1	Q9CR70
P3503_114_TRINITY_DN35086_c0_g1_i1	
P3503_125_TRINITY_DN16700_c0_g1_i1	
P3503_129_TRINITY_DN22379_c3_g14_i1	
